Date, Humidity (%), Temperature (°C), Soil Moisture (%), Humidity Purcentage (%)
March 01 2025 11:06:42, 55.396843, 8.983612, 1374, 66.149254
March 01 2025 11:07:42, 55.585003, 8.916855, 1369, 66.298508
March 01 2025 11:08:42, 56.107998, 8.947754, 1370, 66.268654
March 01 2025 11:09:42, 54.256058, 8.886909, 1360, 66.567162
March 01 2025 11:10:43, 54.992390, 8.936119, 1367, 66.358208
March 01 2025 11:11:43, 54.831696, 8.963776, 1367, 66.358208
March 01 2025 11:12:43, 55.799198, 9.048080, 1370, 66.268654
March 01 2025 11:13:43, 57.648849, 9.184837, 1369, 66.298508
March 01 2025 11:14:44, 56.061459, 9.238243, 1375, 66.119400
March 01 2025 11:15:44, 55.233002, 9.390831, 1375, 66.119400
March 01 2025 11:16:44, 54.572201, 9.719658, 1375, 66.119400
March 01 2025 11:17:44, 54.050922, 9.848213, 1375, 66.119400
March 01 2025 11:18:44, 53.949928, 10.124779, 1378, 66.029854
March 01 2025 11:19:45, 55.991077, 10.372162, 1379, 66.000000
March 01 2025 11:20:45, 53.990936, 10.273743, 1382, 65.910446
March 01 2025 11:21:45, 53.046608, 10.010529, 1382, 65.910446
March 01 2025 11:22:45, 53.904247, 9.902000, 1360, 66.567162
March 01 2025 11:23:46, 52.890968, 10.012054, 1375, 66.119400
March 01 2025 11:24:46, 52.873516, 10.166168, 1380, 65.970146
March 01 2025 11:25:46, 52.700806, 10.494041, 1382, 65.910446
March 01 2025 11:26:46, 53.110600, 10.625076, 1385, 65.820892
March 01 2025 11:27:47, 55.472946, 10.540009, 1385, 65.820892
March 01 2025 11:28:47, 51.655293, 10.589218, 1387, 65.761192
March 01 2025 11:29:47, 51.092434, 10.389709, 1383, 65.880600
March 01 2025 11:30:47, 51.928139, 10.031128, 1386, 65.791046
March 01 2025 11:31:48, 53.680229, 9.922600, 1382, 65.910446
March 01 2025 11:32:48, 53.111458, 9.836197, 1375, 66.119400
March 01 2025 11:33:48, 53.526211, 9.739876, 1382, 65.910446
March 01 2025 11:34:48, 54.705334, 9.887314, 1379, 66.000000
March 01 2025 11:35:48, 53.821850, 10.144997, 1383, 65.880600
March 01 2025 11:36:49, 52.601242, 10.452652, 1383, 65.880600
March 01 2025 11:37:49, 51.363468, 10.590935, 1383, 65.880600
March 01 2025 11:38:49, 51.377964, 10.699654, 1386, 65.791046
March 01 2025 11:39:49, 51.549244, 11.039734, 1386, 65.791046
March 01 2025 11:40:50, 51.872253, 11.174011, 1392, 65.611938
March 01 2025 11:41:50, 49.395943, 11.308861, 1392, 65.611938
March 01 2025 11:42:50, 48.664761, 11.271286, 1392, 65.611938
March 01 2025 11:43:50, 48.591900, 11.129951, 1392, 65.611938
March 01 2025 11:44:51, 49.900055, 10.937500, 1389, 65.701492
March 01 2025 11:45:51, 51.137924, 10.905075, 1391, 65.641792
March 01 2025 11:46:51, 51.237202, 10.666466, 1387, 65.761192
March 01 2025 11:47:51, 52.399921, 10.505867, 1391, 65.641792
March 01 2025 11:48:52, 51.279163, 10.210991, 1390, 65.671638
March 01 2025 11:49:52, 51.732445, 10.087967, 1382, 65.910446
March 01 2025 11:50:52, 52.732372, 10.014343, 1380, 65.970146
March 01 2025 11:51:52, 53.073025, 9.944153, 1399, 65.402985
March 01 2025 11:52:52, 52.021217, 9.895134, 1386, 65.791046
March 01 2025 11:53:53, 53.390026, 9.737968, 1383, 65.880600
March 01 2025 11:54:53, 55.934525, 9.835052, 1382, 65.910446
March 01 2025 11:55:53, 53.561878, 9.966087, 1386, 65.791046
March 01 2025 11:56:53, 56.910133, 10.170555, 1389, 65.701492
March 01 2025 11:57:54, 52.932644, 10.193825, 1387, 65.761192
March 01 2025 11:58:54, 52.638054, 10.421753, 1390, 65.671638
March 01 2025 11:59:54, 53.094196, 10.565186, 1390, 65.671638
March 01 2025 12:00:54, 52.528381, 10.839272, 1392, 65.611938
March 01 2025 12:01:55, 51.568031, 10.822105, 1390, 65.671638
March 01 2025 12:02:55, 51.817703, 10.922241, 1393, 65.582092
March 01 2025 12:03:55, 52.362442, 11.029816, 1392, 65.611938
March 01 2025 12:04:55, 50.132942, 10.769653, 1383, 65.880600
March 01 2025 12:05:55, 51.614189, 10.565186, 1391, 65.641792
March 01 2025 12:06:56, 54.271698, 10.818672, 1392, 65.611938
March 01 2025 12:07:56, 53.364182, 11.181068, 1393, 65.582092
March 01 2025 12:08:56, 50.432205, 11.196518, 1394, 65.552238
March 01 2025 12:09:56, 50.104237, 11.191940, 1392, 65.611938
March 01 2025 12:10:57, 50.068665, 11.104202, 1392, 65.611938
March 01 2025 12:11:57, 51.561928, 11.380386, 1395, 65.522385
March 01 2025 12:12:57, 48.850632, 11.768723, 1397, 65.462685
March 01 2025 12:13:57, 48.775387, 11.796570, 1401, 65.343285
March 01 2025 12:14:58, 48.567104, 11.472702, 1395, 65.522385
March 01 2025 12:15:58, 51.233196, 11.545563, 1398, 65.432838
March 01 2025 12:16:58, 49.436378, 11.538124, 1393, 65.582092
March 01 2025 12:17:58, 49.730110, 11.406517, 1399, 65.402985
March 01 2025 12:18:59, 47.189713, 11.248589, 1397, 65.462685
March 01 2025 12:19:59, 50.943565, 11.549759, 1396, 65.492538
March 01 2025 12:20:59, 49.871159, 11.670876, 1397, 65.462685
March 01 2025 12:21:59, 48.474693, 11.868668, 1401, 65.343285
March 01 2025 12:22:59, 48.570538, 11.781693, 1395, 65.522385
March 01 2025 12:24:00, 48.531342, 11.798286, 1399, 65.402985
March 01 2025 12:25:00, 47.851944, 11.758995, 1397, 65.462685
March 01 2025 12:26:00, 48.521614, 11.592674, 1398, 65.432838
March 01 2025 12:27:00, 49.537277, 11.643982, 1398, 65.432838
March 01 2025 12:28:01, 48.432350, 11.928749, 1402, 65.313431
March 01 2025 12:29:01, 47.967911, 11.961174, 1402, 65.313431
March 01 2025 12:30:01, 48.114586, 11.898422, 1397, 65.462685
March 01 2025 12:31:01, 46.988010, 12.183571, 1486, 62.805969
March 01 2025 12:33:05, 51.606178, 11.625481, 1407, 65.164177
March 01 2025 12:34:06, 49.738503, 11.933327, 1391, 65.641792
March 01 2025 12:35:06, 49.277878, 12.066269, 1398, 65.432838
March 01 2025 12:36:06, 49.387455, 12.047577, 1393, 65.582092
March 01 2025 12:37:06, 48.069859, 12.168121, 1397, 65.462685
March 01 2025 12:38:06, 47.026539, 12.349892, 1395, 65.522385
March 01 2025 12:39:07, 47.507572, 12.122154, 1406, 65.194031
March 01 2025 12:40:07, 46.819305, 11.984253, 1393, 65.582092
March 01 2025 12:41:07, 48.581696, 11.991882, 1394, 65.552238
March 01 2025 12:42:07, 46.503925, 12.105751, 1402, 65.313431
March 01 2025 12:43:08, 47.262478, 12.245941, 1401, 65.343285
March 01 2025 12:44:08, 47.085381, 12.481689, 1401, 65.343285
March 01 2025 12:45:08, 46.182632, 12.203026, 1398, 65.432838
March 01 2025 12:46:08, 47.519684, 11.748886, 1401, 65.343285
March 01 2025 12:47:09, 46.959877, 11.953735, 1399, 65.402985
March 01 2025 12:48:09, 47.704220, 12.355995, 1398, 65.432838
March 01 2025 12:49:09, 48.751163, 12.318993, 1403, 65.283585
March 01 2025 12:50:09, 48.839283, 12.434578, 1403, 65.283585
March 01 2025 12:51:09, 45.627975, 12.789154, 1403, 65.283585
March 01 2025 12:52:10, 45.781422, 12.731361, 1407, 65.164177
March 01 2025 12:53:10, 47.423458, 12.627029, 1408, 65.134331
March 01 2025 12:54:10, 47.103691, 12.007713, 1403, 65.283585
March 01 2025 12:55:10, 49.645615, 11.716270, 1402, 65.313431
March 01 2025 12:56:11, 50.407982, 11.533928, 1401, 65.343285
March 01 2025 12:57:11, 49.396896, 11.346245, 1395, 65.522385
March 01 2025 12:58:11, 50.153732, 11.636162, 1402, 65.313431
March 01 2025 12:59:11, 48.890686, 11.916161, 1403, 65.283585
March 01 2025 13:00:12, 47.932720, 12.297249, 1408, 65.134331
March 01 2025 13:01:12, 46.669388, 12.772751, 1403, 65.283585
March 01 2025 13:02:12, 48.791122, 12.922859, 1408, 65.134331
March 01 2025 13:03:12, 47.385883, 12.975502, 1408, 65.134331
March 01 2025 13:04:13, 46.687603, 12.947464, 1415, 64.925377
March 01 2025 13:05:13, 46.588039, 12.596703, 1408, 65.134331
March 01 2025 13:06:13, 48.883820, 12.578392, 1412, 65.014923
March 01 2025 13:07:13, 48.173141, 12.537766, 1413, 64.985077
March 01 2025 13:08:13, 47.546005, 12.419891, 1411, 65.044777
March 01 2025 13:09:14, 49.226189, 12.436104, 1408, 65.134331
March 01 2025 13:10:14, 48.245811, 12.325668, 1415, 64.925377
March 01 2025 13:11:14, 47.897148, 12.118149, 1410, 65.074623
March 01 2025 13:12:14, 49.681664, 12.565994, 1410, 65.074623
March 01 2025 13:13:15, 48.507309, 12.723732, 1413, 64.985077
March 01 2025 13:14:15, 47.111702, 12.295532, 1414, 64.955223
March 01 2025 13:15:15, 47.419262, 11.901283, 1408, 65.134331
March 01 2025 13:16:15, 48.160362, 11.721420, 1411, 65.044777
March 01 2025 13:17:16, 48.896313, 12.215614, 1411, 65.044777
March 01 2025 13:18:16, 48.039532, 12.344170, 1410, 65.074623
March 01 2025 13:19:16, 48.234367, 12.288666, 1407, 65.164177
March 01 2025 13:20:16, 49.148369, 12.208557, 1409, 65.104477
March 01 2025 13:21:17, 49.843311, 12.213135, 1412, 65.014923
March 01 2025 13:22:17, 49.522591, 12.126541, 1408, 65.134331
March 01 2025 13:23:17, 50.240898, 12.246704, 1406, 65.194031
March 01 2025 13:24:17, 52.050304, 12.497902, 1411, 65.044777
March 01 2025 13:25:17, 51.653481, 12.728500, 1425, 64.626869
March 01 2025 13:26:18, 48.259640, 12.669373, 1419, 64.805969
March 01 2025 13:27:18, 48.105907, 12.347984, 1421, 64.746269
March 01 2025 13:28:18, 49.581623, 12.258720, 1415, 64.925377
March 01 2025 13:29:18, 47.482586, 12.137413, 1420, 64.776123
March 01 2025 13:30:19, 47.037888, 11.945152, 1417, 64.865669
March 01 2025 13:31:19, 48.452759, 12.172699, 1413, 64.985077
March 01 2025 13:32:19, 46.057796, 12.740707, 1419, 64.805969
March 01 2025 13:33:19, 46.834946, 12.852478, 1406, 65.194031
March 01 2025 13:34:20, 47.118092, 13.075256, 1408, 65.134331
March 01 2025 13:35:20, 47.629356, 13.063812, 1410, 65.074623
March 01 2025 13:36:20, 50.130367, 13.092995, 1419, 64.805969
March 01 2025 13:37:20, 47.082615, 12.961197, 1419, 64.805969
March 01 2025 13:38:20, 46.159744, 12.987900, 1425, 64.626869
March 01 2025 13:39:21, 44.577122, 13.384056, 1419, 64.805969
March 01 2025 13:40:21, 45.346451, 13.078880, 1422, 64.716415
March 01 2025 13:41:21, 44.998360, 12.629128, 1413, 64.985077
March 01 2025 13:42:21, 45.617008, 12.455750, 1414, 64.955223
March 01 2025 13:43:22, 44.539356, 12.220192, 1421, 64.746269
March 01 2025 13:44:22, 46.207047, 11.785507, 1414, 64.955223
March 01 2025 13:45:22, 46.201801, 11.703873, 1421, 64.746269
March 01 2025 13:46:22, 47.899055, 11.796379, 1401, 65.343285
March 01 2025 13:47:23, 47.248650, 11.792946, 1411, 65.044777
March 01 2025 13:48:23, 44.603443, 11.890984, 1408, 65.134331
March 01 2025 13:49:23, 45.922089, 11.776161, 1413, 64.985077
March 01 2025 13:50:23, 45.018959, 11.692047, 1405, 65.223877
March 01 2025 13:51:24, 47.243309, 11.635590, 1413, 64.985077
March 01 2025 13:52:24, 47.388935, 11.532211, 1414, 64.955223
March 01 2025 13:53:24, 47.027493, 11.412430, 1412, 65.014923
March 01 2025 13:54:24, 47.966671, 11.446953, 1430, 64.477615
March 01 2025 13:55:24, 47.483444, 11.673355, 1411, 65.044777
March 01 2025 13:56:25, 48.321152, 11.786652, 1404, 65.253731
March 01 2025 13:57:25, 47.169590, 11.816216, 1419, 64.805969
March 01 2025 13:58:25, 45.185280, 11.679840, 1415, 64.925377
March 01 2025 13:59:25, 46.647644, 11.755180, 1413, 64.985077
March 01 2025 14:00:26, 47.504616, 12.111282, 1422, 64.716415
March 01 2025 14:01:26, 49.160576, 12.370682, 1417, 64.865669
March 01 2025 14:02:26, 45.845890, 12.546730, 1423, 64.686569
March 01 2025 14:03:26, 46.143246, 12.949944, 1424, 64.656715
March 01 2025 14:04:27, 49.984741, 13.012314, 1427, 64.567162
March 01 2025 14:05:27, 48.219299, 12.901878, 1434, 64.358208
March 01 2025 14:06:27, 44.204617, 12.753487, 1439, 64.208954
March 01 2025 14:07:27, 43.685246, 12.858963, 1431, 64.447762
March 01 2025 14:08:27, 44.346333, 12.581444, 1435, 64.328362
March 01 2025 14:09:28, 46.969795, 12.994576, 1434, 64.358208
March 01 2025 14:10:28, 44.988728, 12.906265, 1446, 64.000000
March 01 2025 14:11:28, 43.882179, 13.243484, 1441, 64.149254
March 01 2025 14:12:28, 44.954205, 13.462257, 1447, 63.970150
March 01 2025 14:13:29, 44.027042, 13.785553, 1449, 63.910446
March 01 2025 14:14:29, 46.661091, 13.681793, 1448, 63.940300
March 01 2025 14:15:29, 47.026920, 13.671112, 1456, 63.701492
March 01 2025 14:16:29, 44.468212, 13.597870, 1456, 63.701492
March 01 2025 14:17:30, 43.538952, 13.432693, 1456, 63.701492
March 01 2025 14:18:30, 44.255543, 13.220215, 1457, 63.671642
March 01 2025 14:19:30, 44.536591, 12.997627, 1463, 63.492538
March 01 2025 14:20:30, 46.275902, 13.039589, 1492, 62.626865
March 01 2025 14:21:31, 44.702339, 13.038254, 1516, 61.910446
March 01 2025 14:22:31, 44.443893, 12.763786, 1535, 61.343285
March 01 2025 14:23:31, 44.433308, 12.835693, 1578, 60.059700
March 01 2025 14:24:31, 44.252300, 13.061142, 1600, 59.402985
March 01 2025 14:25:31, 42.721653, 13.504028, 1622, 58.746269
March 01 2025 14:26:32, 43.900299, 13.513565, 1642, 58.149254
March 01 2025 14:27:32, 44.826317, 13.140678, 1641, 58.179104
March 01 2025 14:28:32, 43.671417, 13.028336, 1648, 57.970150
March 01 2025 14:29:32, 44.478226, 13.413239, 1661, 57.582088
March 01 2025 14:30:33, 44.455242, 13.700867, 1665, 57.462688
March 01 2025 14:31:33, 44.590759, 13.482666, 1651, 57.880596
March 01 2025 14:32:33, 40.955734, 13.890648, 1665, 57.462688
March 01 2025 14:33:33, 41.031551, 14.084435, 1671, 57.283581
March 01 2025 14:34:34, 39.864349, 13.793373, 1671, 57.283581
March 01 2025 14:35:34, 41.178513, 13.645172, 1677, 57.104477
March 01 2025 14:36:34, 42.083549, 13.662148, 1679, 57.044777
March 01 2025 14:37:34, 42.029667, 13.879776, 1686, 56.835819
March 01 2025 14:38:35, 41.458702, 13.714218, 1697, 56.507462
March 01 2025 14:39:35, 42.639732, 13.516235, 1694, 56.597015
March 01 2025 14:40:35, 42.260742, 13.485336, 1694, 56.597015
March 01 2025 14:41:35, 42.793560, 13.219070, 1694, 56.597015
March 01 2025 14:42:35, 44.354630, 13.116455, 1695, 56.567165
March 01 2025 14:43:36, 45.199871, 13.260651, 1694, 56.597015
March 01 2025 14:44:36, 41.589165, 12.948799, 1671, 57.283581
March 01 2025 14:45:36, 40.861893, 12.835693, 1679, 57.044777
March 01 2025 14:46:36, 42.364025, 12.860489, 1681, 56.985073
March 01 2025 14:47:37, 43.302441, 12.986755, 1687, 56.805969
March 01 2025 14:48:37, 48.467350, 13.132286, 1692, 56.656715
March 01 2025 14:49:37, 42.561626, 13.511467, 1696, 56.537312
March 01 2025 14:50:37, 40.971184, 13.793373, 1685, 56.865673
March 01 2025 14:51:38, 39.280033, 13.631821, 1694, 56.597015
March 01 2025 14:52:38, 38.848209, 14.053345, 1690, 56.716419
March 01 2025 14:53:38, 39.844894, 14.043427, 1697, 56.507462
March 01 2025 14:54:38, 38.379002, 14.310455, 1694, 56.597015
March 01 2025 14:55:38, 37.529373, 13.900185, 1696, 56.537312
March 01 2025 14:56:39, 38.854790, 13.930130, 1704, 56.298508
March 01 2025 14:57:39, 44.750690, 13.970375, 1701, 56.388062
March 01 2025 14:58:39, 43.855286, 14.011002, 1709, 56.149254
March 01 2025 14:59:39, 39.926815, 13.582993, 1697, 56.507462
March 01 2025 15:00:40, 40.343285, 13.270760, 1682, 56.955223
March 01 2025 15:01:40, 38.628197, 12.924767, 1679, 57.044777
March 01 2025 15:02:40, 40.032673, 12.696648, 1668, 57.373135
March 01 2025 15:03:40, 40.375328, 12.521935, 1674, 57.194031
March 01 2025 15:04:41, 42.321587, 12.551308, 1669, 57.343285
March 01 2025 15:05:41, 41.532898, 12.743759, 1677, 57.104477
March 01 2025 15:06:41, 42.023087, 12.940979, 1677, 57.104477
March 01 2025 15:07:41, 41.788960, 13.088799, 1679, 57.044777
March 01 2025 15:08:42, 40.910530, 13.061333, 1682, 56.955223
March 01 2025 15:09:42, 39.707947, 12.894630, 1687, 56.805969
March 01 2025 15:10:42, 39.935017, 12.792587, 1683, 56.925373
March 01 2025 15:11:42, 40.413570, 12.818336, 1686, 56.835819
March 01 2025 15:12:42, 41.442108, 12.905693, 1693, 56.626865
March 01 2025 15:13:43, 41.199207, 13.147736, 1697, 56.507462
March 01 2025 15:14:43, 45.920563, 13.329315, 1698, 56.477612
March 01 2025 15:15:43, 42.439747, 13.620377, 1700, 56.417912
March 01 2025 15:16:43, 41.116619, 13.644981, 1707, 56.208954
March 01 2025 15:17:44, 42.155838, 13.710403, 1703, 56.328358
March 01 2025 15:18:44, 38.936520, 13.778305, 1705, 56.268658
March 01 2025 15:19:44, 40.981007, 13.613510, 1702, 56.358208
March 01 2025 15:20:44, 43.180847, 13.830948, 1685, 56.865673
March 01 2025 15:21:45, 43.706322, 13.955307, 1707, 56.208954
March 01 2025 15:22:45, 44.112015, 13.881874, 1710, 56.119404
March 01 2025 15:23:45, 42.734432, 13.820267, 1705, 56.268658
March 01 2025 15:24:45, 40.871429, 13.483047, 1688, 56.776119
March 01 2025 15:25:46, 40.327549, 13.043785, 1680, 57.014927
March 01 2025 15:26:46, 41.064835, 12.781906, 1667, 57.402985
March 01 2025 15:27:46, 43.868637, 12.657928, 1662, 57.552238
March 01 2025 15:28:46, 42.567730, 12.555885, 1658, 57.671642
March 01 2025 15:29:46, 42.400074, 12.462997, 1655, 57.761192
March 01 2025 15:30:47, 45.182610, 12.706947, 1662, 57.552238
March 01 2025 15:31:47, 42.905235, 12.681198, 1665, 57.462688
March 01 2025 15:32:47, 42.996979, 12.929726, 1673, 57.223881
March 01 2025 15:33:47, 41.765785, 12.972641, 1675, 57.164181
March 01 2025 15:34:48, 43.004608, 12.821960, 1671, 57.283581
March 01 2025 15:35:48, 41.337490, 12.960434, 1674, 57.194031
March 01 2025 15:36:48, 40.300465, 13.269043, 1673, 57.223881
March 01 2025 15:37:48, 40.257549, 13.248825, 1673, 57.223881
March 01 2025 15:38:49, 41.317177, 13.462639, 1671, 57.283581
March 01 2025 15:39:49, 42.308331, 13.728333, 1684, 56.895523
March 01 2025 15:40:49, 41.130161, 13.921356, 1671, 57.283581
March 01 2025 15:41:49, 38.983917, 14.243698, 1672, 57.253731
March 01 2025 15:42:49, 39.301872, 13.991737, 1667, 57.402985
March 01 2025 15:43:50, 39.535141, 14.001656, 1668, 57.373135
March 01 2025 15:44:50, 40.185356, 14.161873, 1655, 57.761192
March 01 2025 15:45:50, 42.177582, 14.445305, 1666, 57.432835
March 01 2025 15:46:50, 40.281010, 14.652061, 1645, 58.059700
March 01 2025 15:47:51, 38.104820, 14.821434, 1631, 58.477612
March 01 2025 15:48:51, 37.362289, 14.595413, 1641, 58.179104
March 01 2025 15:49:51, 38.191700, 14.349937, 1645, 58.059700
March 01 2025 15:50:51, 38.921070, 14.460564, 1648, 57.970150
March 01 2025 15:51:52, 39.451218, 14.248657, 1648, 57.970150
March 01 2025 15:52:52, 40.220642, 14.026833, 1646, 58.029850
March 01 2025 15:53:52, 40.855026, 13.639641, 1633, 58.417912
March 01 2025 15:54:52, 40.769863, 13.317299, 1638, 58.268658
March 01 2025 15:55:53, 43.016243, 13.303947, 1619, 58.835819
March 01 2025 15:56:53, 41.276550, 13.312721, 1593, 59.611938
March 01 2025 15:57:53, 40.978527, 13.484001, 1596, 59.522388
March 01 2025 15:58:53, 40.712929, 13.749313, 1588, 59.761192
March 01 2025 15:59:53, 40.805817, 13.932419, 1581, 59.970150
March 01 2025 16:00:54, 40.994930, 13.948631, 1583, 59.910446
March 01 2025 16:01:54, 39.780998, 14.105797, 1568, 60.358208
March 01 2025 16:02:54, 39.561749, 13.937569, 1552, 60.835819
March 01 2025 16:03:54, 40.659809, 13.840485, 1535, 61.343285
March 01 2025 16:04:55, 41.062069, 13.989258, 1535, 61.343285
March 01 2025 16:05:55, 39.913940, 14.057159, 1530, 61.492538
